id,key,ja,en
132268333973049345,Stat_IncreaseExpAmount_ADDITIVE_MinMax,経験値獲得量{0}~{1}%増加,{0}~{1}% Increased Exp Gain
103698126373851152,Stat_AttackDamage_MULTIPLICATIVE,攻撃力{0}%より多く,{0}% More Attack Damage
103698126373851153,Stat_AttackSpeed_MULTIPLICATIVE,攻撃速度{0}%より多く,{0}% More Attack Speed
103698126373851154,Stat_CriticalChance_MULTIPLICATIVE,クリティカル率{0}%より多く,{0}% More Critical Chance
103698126373851155,Stat_CriticalDamage_MULTIPLICATIVE,クリティカル威力{0}%より多く,{0}% More Critical Damage
103698126373851156,Stat_MaxHp_MULTIPLICATIVE,最大HP{0}%より多く,{0}% More Max HP
103698126373851159,Stat_Armor_MULTIPLICATIVE,防御力{0}%より多く,{0}% More Armor
103698126373851158,Stat_MovementSpeed_MULTIPLICATIVE,移動速度{0}%より多く,{0}% More Movement Speed
126576174036492337,Stat_AreaOfEffect_MULTIPLICATIVE,効果範囲{0}%追加増加,{0}% More Area of Effect
126576174036492338,Stat_SkillRangeExpansion_MULTIPLICATIVE,スキル射程{0}%追加増加,{0}% More Skill Range
126576174040686594,Stat_HpRegenPerSec_MULTIPLICATIVE,毎秒HP回復{0}%追加増加,{0}% More HP Regen Per Sec
126576174040686595,Stat_CastSpeed_MULTIPLICATIVE,詠唱速度{0}%追加増加,{0}% More Cast Speed
103698126373851160,Stat_AttackDamage_MULTIPLICATIVE_MinMax,攻撃力{0}~{1}%より多く,{0}~{1}% More Attack Damage
103698126373851161,Stat_AttackSpeed_MULTIPLICATIVE_MinMax,攻撃速度{0}~{1}%より多く,{0}~{1}% More Attack Speed
103698126373851162,Stat_CriticalChance_MULTIPLICATIVE_MinMax,クリティカル率{0}~{1}%より多く,{0}~{1}% More Critical Chance
103698126373851163,Stat_CriticalDamage_MULTIPLICATIVE_MinMax,クリティカル威力{0}~{1}%より多く,{0}~{1}% More Critical Damage
103698126373851164,Stat_MaxHp_MULTIPLICATIVE_MinMax,最大HP{0}~{1}%より多く,{0}~{1}% More Max HP
103698126373851167,Stat_Armor_MULTIPLICATIVE_MinMax,防御力{0}~{1}%より多く,{0}~{1}% More Armor
103698126373851166,Stat_MovementSpeed_MULTIPLICATIVE_MinMax,移動速度{0}~{1}%より多く,{0}~{1}% More Movement Speed
126576174040686596,Stat_AreaOfEffect_MULTIPLICATIVE_MinMax,効果範囲{0}~{1}%追加増加,{0}~{1}% More Area of Effect
126576174040686597,Stat_SkillRangeExpansion_MULTIPLICATIVE_MinMax,スキル射程{0}~{1}%追加増加,{0}~{1}% More Skill Range
130441450713190401,Stat_DodgeChance_MULTIPLICATIVE_MinMax,回避率{0}~{1}%追加増加,{0}~{1}% More Dodge Chance
130441450713190402,Stat_BlockChance_MULTIPLICATIVE_MinMax,ブロック率{0}~{1}%追加増加,{0}~{1}% More Block Chance
126576174040686600,Stat_HpRegenPerSec_MULTIPLICATIVE_MinMax,毎秒HP回復{0}~{1}%追加増加,{0}~{1}% More HP Regen Per Sec
126576174040686601,Stat_CastSpeed_MULTIPLICATIVE_MinMax,詠唱速度{0}~{1}%追加増加,{0}~{1}% More Cast Speed
59818077926248448,Stage_MoveStage,{0}-{1}に移動,Move {0}-{1}
54369252315025408,FirstSetting_PressToStart,何かキーを押してスタート,Press Any Key to Start
15001962911481856,FirstSetting_Next,次へ,Next
54371537862578176,FirstSetting_GuideMessage_CanSetting,※ これは「設定」でいつでも変更できます。,※ You can always change it in ‘Settings’.
54371537862578177,FirstSetting_GuideMessage_PositionChange,※ ドラッグ＆ドロップで位置変更可能。,※ Can be repositioned anytime with drag & drop.
54371537862578178,FirstSetting_GuideMessage_SelectCharacter,※ キャラクターを選択するとゲームを開始できます。,※ You can start the game by selecting a character.
54371537862578179,FirstSetting_MonitorOption_Title,どのモニターでプレイしますか？,Which monitor would you like to play on?
54371537862578180,FirstSetting_WindowPositionOption_Title,ゲームを表示する位置を選択してください。,Please select where to display the game.
129391519839752192,FirstSetting_Notice_Playtest_Description2,- 正式版と連動しません。データは初期化されます。,- Not linked to the full release version. Save data will be reset.
54371537862578181,FirstSetting_SettingOption_Title,お好みのゲーム環境を設定してください。,Please set up your desired game environment.
129391519839752193,FirstSetting_Notice_Playtest_Description1,- プレイテスト中は DLC 無料。後で有料になります。,- DLC is temporarily free during playtest. Will become paid later.
54371537862578182,FirstSetting_NoticeOption_Title,※ 注意事項 ※,※ Caution ※
54371537862578183,FirstSetting_NoticeOption_Description,- プレイテスト版のデータは<color=red>正式版と連動しません。</color>正式版リリース時に<color=red>すべてのデータがリセット</color>される予定です。<br>- プレイテスト版ではDLCコンテンツが一時的に提供されます。<color=red>正式版ではDLCをご購入いただく必要があり、DLC関連のすべてのデータもリセットされる予定</color>です。,"- Data from the playtest version <color=red>will not carry over to the official release.</color> Upon the official release, <color=red>all data will be reset.</color><br>- DLC content is temporarily available in the playtest version. <color=red>In the official release, you must purchase the DLC to access it, and all DLC-related data will also be reset.</color>"
54373807459192832,FirstSetting_SelectCharacterOption_Title,英雄選択,Select your hero
54846756939157504,FirstSetting_SelectCharacterOption_LockDemo,ロック中,Locked
15001963054088192,FirstSetting_CompleteSetting,ゲーム開始,Start Game
15580537066733568,InventorySlot_Buy,購入,Buy
15580537234505728,InventorySlot_Class,クラス,Class
58836845356699648,Inventory_ItemSort,アイテム整理,Sort Items
15232910303281157,RequiredCubeLevel,キューブ Lv.{0},Cube Lv.{0}
15232910303281158,Cube_AutoFill,自動入力,Auto Fill
15232910307475456,Cube_Trigger,トリガー,Trigger
15232910307475457,Cube_IncludeStorageItems,倉庫アイテムを含む,Include Stash Items
58824117577633792,Stage_NextStage,次のステージ,Next Stage
15354645941960704,Status_RemainedSkillPoint,スキルポイント: {0},Skill Points: {0}
53208443618643968,Setting_MasterVolume,全体音量,Master Volume
54371537862578184,Mailbox_RefreshButtonCoolTime,しばらく後にもう一度お試しください。,Please try again in a moment.
54369252461826048,Mailbox_BlockAnotherScreen,メールボックスを閉じてから再度お試しください。,Please close the mailbox and try again.
3811305275393,Setting_BGM,背景音 (BGM),Background Music (BGM)
53208443618643969,Setting_GameSFX,戦闘エフェクト,Battle Effects
53208443618643970,Setting_UISFX,UI効果音,UI Sound Effects
53208443618643971,Setting_BattleLogSFX,探検記録エフェクト,Exploration Records Effects
3811305275394,Setting_Ambience,環境音,Ambient Sound
53211012139110400,Setting_BugReport,"バグレポート
(Steam ディスカッション)",Bug Report (Steam Discussion)
53211012139110401,Setting_OpenLogFolder,"ログフォルダを開く
(バグレポート用)",Open Log Folder (For Bug Report)
53211012139110402,Setting_ResetAccountSaveData,アカウントセーブデータをリセット,Reset Account Save Data
55126493871788032,Stage_ActBossEnterFail_Amount,ソウルストーンが足りません。,Not enough Soulstones.
41675913526562816,UI_DetailedStat_Attack,攻撃,Attack
41675913526562817,UI_DetailedStat_Armor,防御,Defense
41675913526562818,UI_DetailedStat_Misc,その他,Others
50715967322378240,UI_StageSlot_StageLevel,地域レベル {0},Region Level {0}
51821884998733824,UI_ItemTooltip_Tradable,取引可能,Tradable
51821884998733825,UI_ItemTooltip_Untradable,取引不可,Untradable
51821884998733826,UI_ItemTooltip_RequiresLevel,Lv.{0}必要,Requires Lv.{0}
51821884998733827,UI_ItemTooltip_ClassOnly,{0}専用,{0} Only
51821884998733828,UI_ItemTooltip_Equip,装備,Equip
51821884998733829,UI_ItemTooltip_Alt,ALT +,ALT +
51821884998733830,UI_ItemTooltip_Lock,：ロック,: Lock
55166041318281216,UI_ItemTooltip_DecorationMaterial,装飾素材,Decoration Material
59027934168535040,UI_ItemTooltip_SoulstoneMaterial,ソウルストーン,Soulstone
15268876980174855,ItemTooltip_RequiredLevel,必要レベル：{0},Required Lv.{0}
38788477326774274,ItemTooltip_GradeAndItemType,{0}等級,{0} Grade
57324482094747648,ItemTooltip_InherentSlot,固有ステータス,Inherent Stats
126804562550530048,ItemTooltip_UniqueMod,特殊ステータス,Unique Stats
57324482094747649,ItemTooltip_DecorationSlot,装飾スロット,Decoration Slot
57324482094747650,ItemTooltip_EngravingSlot,彫刻スロット,Engraving Slot
57324482094747651,ItemTooltip_InscriptionSlot,碑文スロット,Inscription Slot
57366645176324096,ItemTooltip_DecorationSlot_EmptySlot,空きスロット (装飾可能),Empty Slot (Can Decorate)
57366645176324097,ItemTooltip_EngravingSlot_EmptySlot,空きスロット（彫刻可）,Empty Slot (Can Engrave)
57366645176324098,ItemTooltip_InscriptionSlot_EmptySlot,空きスロット (碑文可能),Empty Slot (Can Inscribe)
57353772395974656,ItemTooltip_Material_DecorationStat_Weapon,武器装飾効果,Weapon Decoration Effect
57353772530192384,ItemTooltip_Material_DecorationStat_Armor,防具装飾効果,Armor Decoration Effect
57353772530192385,ItemTooltip_Material_DecorationStat_Accessory,アクセサリー装飾効果,Accessory Decoration Effect
52996620248207360,UI_Cube_IncludeStashOption,倉庫アイテムを含む,Include Stash Items
52998765538234368,UI_Mailbox_ClaimAll,すべて受取,Receive All
52998765538234369,UI_Mailbox_Refresh,更新,Refresh
52999241021313024,UI_Status_SelectSlotDesc,装備するスロットを選択してください。,Select a slot to equip.
53000429666095104,UI_Status_LevelUp,レベルアップ,Level Up
53000429666095105,UI_Status_Refund,返還,Refund
53000429666095106,UI_Status_Equip,装備,Equip
53010390748024832,UI_Status_Unequip,装備解除,Unequip
53011597247959040,UI_Status_RequiredPoints,必要ポイント : {0},Required Points : {0}
53214980084912128,UI_Status_DetailedStats,詳細ステータス,Detailed Stats
53004457124876288,UI_Hero_Previewing,プレビュー中,Previewing
53004457124876289,UI_Hero_Deploy,配置,Deploy
53004457124876290,UI_Hero_Cooldown,クールダウン,Cooldown
53004457124876291,UI_Hero_BossBattle,ボス戦闘中,Boss Battle
53004457124876292,UI_Hero_Cannot Deploy,配置不可,Cannot Deploy
53005643727032320,UI_Stash_StashAll,倉庫 < インベントリ,Stash All
53005643727032321,UI_Stash_TakeAll,倉庫 > インベントリ,Take All
53014304910266368,UI_BattleLog_ObtainItem,<color=#{0}>{1}</color><color=#{2}> を獲得。</color>,<color=#{0}>{1}</color><color=#{2}> obtained.</color>
53014304914460672,UI_Stage_ActAndNo,ステージ {0}-{1},Stage {0}-{1}
53015954710384640,UI_Portal_Act,第{0}幕,Act {0}
53015954714578944,UI_Portal_Enter,入る,Enter
53214980084912129,UI_Portal_Locked,ロック中,Locked
53699093959069696,UI_Log_Pin,ピン,Pin
53699094235893760,UI_Log_Unpin,ピン解除,Unpin
53699094235893761,UI_Log_Expand,展開,Expand
53699094235893762,UI_Log_Shrink,縮小,Shrink
120027023689719808,UI_Log_Clear,すべて消去,Clear All
99979785612234752,UI_Log_Setting_ShowLogTime,ログ記録時間を表示,Show Log Timestamp
120030274665390080,UI_Log_Setting_ShowMessage,メッセージを表示,Show Message
120030274665390081,UI_Log_Setting_ShowMessage_StageClear,ステージクリア,Stage Clear
120030274665390082,UI_Log_Setting_ShowMessage_GetItemWithBoxOpen,宝箱開封結果,Chest Opening Result
120030274665390083,UI_Log_Setting_ShowMessage_GetBox,宝箱獲得,Chest Obtained
120030274665390084,UI_Log_Setting_ShowMessage_HeroDie,英雄死亡,Hero Death
120030274665390085,UI_Log_Setting_ShowMessage_HeroResurrection,英雄復活,Hero Revival
120030274665390086,UI_Log_Setting_ShowMessage_HeroLevelUp,英雄レベルアップ,Hero Level Up
120030274665390087,UI_Log_Setting_ShowMessage_StageFailed,ステージ失敗,Stage Failure
120030274665390088,UI_Log_Setting_ShowMessage_SynthesisResult,キューブ - 合成結果,Cube - Synthesis Result
120030274665390089,UI_Log_Setting_ShowMessage_AlchemyResult,キューブ - 錬金結果,Cube - Alchemy Result
120030274669584384,UI_Log_Setting_ShowMessage_DecorationResult,キューブ - 装飾,Cube - Decoration
120030274669584385,UI_Log_Setting_ShowMessage_EngravingResult,キューブ - 彫刻,Cube - Engraving
132687149685215232,UI_Log_Setting_ShowMessage_OfferingResult,キューブ - 祈願,Cube - Offering
132687149718769664,UI_Log_Setting_ShowMessage_CraftingResult,キューブ - 製作,Cube - Crafting
132687149718769665,UI_Log_Setting_ShowMessage_ExtractionResult,キューブ - 除去,Cube - Removal
120030274669584386,UI_Log_Setting_ShowMessage_InscriptionResult,キューブ - 碑文,Cube - Inscription
53031585417580544,HeroName_101,ナイト,Knight
53031585417580545,HeroName_201,レンジャー,Ranger
53031585417580546,HeroName_301,ソーサラー,Sorcerer
53031585417580547,HeroName_401,プリースト,Priest
53031585417580548,HeroName_501,ハンター,Hunter
53031585417580549,HeroName_601,スレイヤー,Slayer
54056035822915584,HeroDescription_101,"強い防御力と盾装備を持つ
タンク系近接戦士。","A tanky melee fighter
with strong defense
and shields equipment."
54056035822915585,HeroDescription_201,"正確な遠距離攻撃を得意とする
俊敏な弓使い。","An agile archer specializing in precise
ranged attacks with bow."
54056035822915586,HeroDescription_301,"広範囲に破壊的魔法ダメージを
与える強力な魔法使い。","A powerful mage dealing
devastating area
magic damage."
54056035822915587,HeroDescription_401,"回復魔法で仲間を支援する
神聖なヒーラー。","A holy healer who supports allies
with restoration magic."
54056035822915588,HeroDescription_501,"トラップとクロスボウを使いこなす
戦術の専門家。","A tactical expert using traps
and crossbow."
54056035822915589,HeroDescription_601,"怒りで近接破壊ダメージを
与える野生のバーサーカー。","A wild berserker
dealing devastating melee
damage through rage."
53031585417580550,SkillName_10101,貫通突き,Piercing Thrust
53031585417580551,SkillName_10201,シールドチャージ,Shield Charge
53031585417580552,SkillName_10301,応報の打撃,Retribution Strike
112314120482787328,SkillName_10401,イージスフィールド,Aegis Field
112314120482787329,SkillName_10501,セイクリッドブレード,Sacred Blade
112314120482787330,SkillName_10601,不屈の意志,Unyielding Will
53031585417580553,SkillName_20101,連射,Rapid Fire
112314120482787331,SkillName_20201,散弾射撃,Scatter Shot
112314120482787332,SkillName_20301,矢の雨,Arrow Rain
112314120482787333,SkillName_20401,スウィフトサージ,Swift Surge
112314120486981632,SkillName_20501,ピアシングアロー,Piercing Arrow
112314120486981633,SkillName_20601,スキュワーショット,Skewer Shot
53031585417580556,SkillName_30101,ファイアボール,Fireball
53031585417580557,SkillName_30201,アイスオーブ,Ice Orb
53031585417580558,SkillName_30301,ライトニング,Lightning
112314120486981634,SkillName_30401,フレイムヒュドラ,Flame Hydra
112314120486981635,SkillName_30501,スノーストーム,Snowstorm
112314120486981636,SkillName_30601,メテオストライク,Meteor Strike
112314120486981637,SkillName_40101,ヒール,Heal
112314120486981638,SkillName_40201,力の祝福,Blessing Of Might
112314120486981639,SkillName_40301,天上の怒り,Wrath of Heaven
112314120486981640,SkillName_40401,サンクチュアリ,Sanctuary
112314120486981641,SkillName_40501,守護の祝福,Blessing of Warding
112314120486981642,SkillName_40601,リザレクション,Resurrection
112314120486981643,SkillName_50101,エクスプロージョンボルト,Explosive Bolt
112314120486981644,SkillName_50201,フロストボルト,Frost Bolt
112314120486981645,SkillName_50301,クイックローダー,Quick Loader
112314120486981646,SkillName_50401,チャージトラップ,Charge Trap
112314120486981647,SkillName_50501,クロスボウタレット,Crossbow Turret
112314120486981648,SkillName_50601,ショックボルト,Shock Bolt
112314120486981649,SkillName_60101,スラムジャンプ,Slam Jump
112314120486981650,SkillName_60201,クラッシングブロー,Crushing Blow
112314120486981651,SkillName_60301,コマンダーズクライ,Commander’s Cry
112314120486981652,SkillName_60401,グラウンドスラム,Ground Slam
112314120486981653,SkillName_60501,アックススピン,Axe Spin
112314120486981654,SkillName_60601,ブラッドラスト,Bloodlust
53031585417580559,SkillDescription_10101,剣を前方に深く突き刺し、範囲内の敵に{0}%の物理ダメージを与える。,"Thrust your sword deeply forward, dealing {0}% physical damage to enemies in range."
53031585417580560,SkillDescription_10201,盾を構えて前方に突進する。衝突した敵に{0}%の物理ダメージを与える。,Raise your shield and charge forward. Deal {0}% physical damage to enemies you collide with.
53031585417580561,SkillDescription_10301,敵を複数回攻撃し、1打撃ごとに{0}%の物理ダメージを与える。ヒーローのHPが低いほど打撃回数が増える。,"Strike enemies multiple times, dealing {0}% physical damage per hit. The lower the hero's HP, the more strikes."
120083558532980736,SkillDescription_10401,守護の領域を展開し、領域内の味方が受けるダメージを{0}分阻止します。,Deploy a protective aura that blocks {0} damage for allies within the area.
120083558532980737,SkillDescription_10501,剣に聖なる力を宿す。バフ中は攻撃力+50%、攻撃時に{0}のHPを回復する。,"Imbue your sword with holy power. While buffed, attack damage increases by 50% and attacks restore {0} HP."
120083558532980738,SkillDescription_10601,ステージにつき1回、瀕死時に精神を集中し{0}%のHPで再び起き上がります。,"Once per stage, when near-death, focus your mind to rise again with {0}% HP."
53031585417580562,SkillDescription_20101,矢を連続して複数発射し、1本ごとに{0}%の物理ダメージを与える。,"Fire multiple arrows in succession, dealing {0}% physical damage per arrow."
124248511173013504,SkillDescription_20201,敵を追尾する矢を複数発射する。1本ごとに{0}%の物理ダメージを与える。,Fire multiple homing arrows. Deal {0}% physical damage per arrow.
124248511173013505,SkillDescription_20301,空に向けて複数の矢を放ち、広範囲の敵に{0}%の物理ダメージを与える。,"Fire multiple arrows into the sky, dealing {0}% physical damage to enemies in a wide area."
120083558532980739,SkillDescription_20401,身体の代謝を一時的に加速。持続時間中、攻撃速度が+{0}%増加する。,Temporarily accelerate your metabolism. Attack speed increases by {0}% for the duration.
120083558532980740,SkillDescription_20501,貫通する矢を放ち、命中した敵に{0}%の物理ダメージを与える。,Fire a piercing arrow that deals {0}% physical damage to enemies hit.
120083558532980741,SkillDescription_20601,深く刺さる矢を放つ。刺さった矢ごとにダメージ+{0}%、3本以上で出血を発生させる。,Fire a deep-wounding arrow. Damage increases by {0}% per lodged arrow; 3+ arrows cause bleeding.
53031585417580565,SkillDescription_30101,敵に触れると爆発し、{0}%の範囲火炎ダメージを与える火球。,"A fireball that explodes on impact, dealing {0}% AoE fire damage."
53031585417580566,SkillDescription_30201,氷の球体を召喚して敵に投げつける。衝突した敵の速度を低下させ、{0}%の多段冷気ダメージを与える。,Summon an ice orb and hurl it at enemies. Slows enemies hit and deals {0}% multi-hit cold damage.
53031585417580567,SkillDescription_30301,前方に電撃を放ち、敵に{0}%の雷ダメージを与える。,"Unleash electricity forward, dealing {0}% lightning damage to enemies."
120083558532980742,SkillDescription_30401,ヒドラを召喚する。ヒドラは{0}%のダメージの火球を発射する。,Summon a hydra that fires fireballs dealing {0}% damage.
120083558532980743,SkillDescription_30501,大量の氷塊を召喚して敵に降り注ぐ。範囲内の敵に毎秒{0}%の冷気ダメージを与え、冷却状態にする。,Summon a mass of ice shards raining on enemies. Deals {0}% cold damage per second and chills enemies in the area.
120083558532980744,SkillDescription_30601,隕石を召喚し、広範囲の敵に{0}%のダメージを与える。,"Summon a meteor, dealing {0}% damage to enemies in a wide area."
120083558532980745,SkillDescription_40101,味方1人の体力を最大HPの{0}%分回復する。,Restore one ally's HP by an amount equal to {0}% of their maximum HP.
120083558532980746,SkillDescription_40201,装着時に発動する祝福。自身と周囲の味方の攻撃力+{0}%。,A blessing active while equipped. Increases attack damage of self and nearby party members by {0}%.
120083558532980747,SkillDescription_40301,セプターに聖なる雷の力を宿す。持続時間中、攻撃時に{0}%の雷広域ダメージを与える。,"Imbue your scepter with divine lightning. For the duration, attacks deal {0}% lightning area damage."
120083558532980748,SkillDescription_40401,戦場を覆う神聖な領域を展開する。持続時間中、領域内の全味方は毎秒{0}のHPを回復する。,"Deploy a holy sanctuary across the battlefield. For the duration, all allies inside regenerate {0} HP per second."
120083558532980749,SkillDescription_40501,装着時に発動する祝福。自身と周囲の味方の属性耐性+{0}。,A blessing active while equipped. Increases elemental resistance of self and nearby party members by {0}.
120083558532980750,SkillDescription_40601,倒れた味方1人を最大HPの{0}%で復活させる。,Revive a fallen party member with {0}% of their max HP.
120083558532980751,SkillDescription_50101,命中時に爆発し、{0}%の範囲火炎ダメージを与えるクロスボウボルトを発射する。,"Fire a crossbow bolt that explodes on impact, dealing {0}% area fire damage."
120083558532980752,SkillDescription_50201,命中時に爆発し{0}%の範囲冷気ダメージを与え、当たった敵を凍結させるクロスボウボルト。,"Fire a crossbow bolt that explodes on impact, dealing {0}% area cold damage and freezing enemies hit."
120083558532980753,SkillDescription_50301,クロスボウボルトを素早く装填。{0}回の攻撃の間、攻撃速度+50%。,Rapidly reload crossbow bolts. Attack speed increases by 50% for {0} attacks.
120083558532980754,SkillDescription_50401,属性ダメージを受けると爆発する罠を{0}個発射します。,Launch {0} traps that explode when struck by elemental damage.
120083558532980755,SkillDescription_50501,自動クロスボウを設置し、{0}%の物理ダメージを与えるボルトを発射する。,Deploy an automated crossbow that fires bolts dealing {0}% physical damage.
120083558532980756,SkillDescription_50601,敵に刺さって一定時間雷を放つクロスボウボルトを発射します。刺さったボルトは周囲の敵に{0}%の電撃ダメージを与える電流を放出します。,Fire a crossbow bolt that lodges in an enemy and emits lightning for a time. The bolt releases currents dealing {0}% lightning damage to nearby enemies.
120083558532980757,SkillDescription_60101,敵に跳躍し、着地時に周囲の敵へ{0}%の物理ダメージの衝撃波を発生させます。,"Gather strength and smash an enemy for {0}% physical damage. If it kills the enemy, a shockwave deals 350% damage to nearby enemies."
120083558532980758,SkillDescription_60201,力を溜めて敵を強打し{0}%の物理ダメージを与えます。このスキルで敵を倒すと衝撃波が発生し周囲に350%のダメージを与えます。,"Gather strength and smash an enemy for {0}% physical damage. If it kills the enemy, a shockwave deals 350% damage to nearby enemies."
120083558532980759,SkillDescription_60301,咆哮を上げて周囲の敵をスタンさせ、パーティの致命率係数を{0}%上昇させます。,Let out a cry that stuns nearby enemies and increases party critical chance multiplier by {0}%.
120083558532980760,SkillDescription_60401,地面を強く叩きつけて地震を起こし、敵に{0}%の物理ダメージを与える。地震で生じた岩は範囲物理攻撃を受けると爆発する。,"Smash the ground hard, causing an earthquake that deals {0}% physical damage to enemies. Rocks created by the earthquake explode when hit by AoE physical attacks."
120083558532980761,SkillDescription_60501,斧を持って回転し、周囲の敵に毎秒{0}%の物理ダメージを与え、一定確率で出血させる。出血中の敵を攻撃すると追加ダメージを与える。,"Spin with an axe, dealing {0}% physical damage per second to nearby enemies and a chance to apply bleeding. Attacks against bleeding enemies deal bonus damage."
120083558532980762,SkillDescription_60601,現在HPの半分を消費し、一定時間攻撃ダメージが{0}%増加します。,Consume half of current HP to increase attack damage by {0}% for a time.
57608919239938048,Passive_AttackDamage,攻撃力強化,Attack Damage Enhancement
57608919244132354,Passive_AttackSpeed,攻撃速度強化,Attack Speed Enhancement
57608919244132355,Passive_CriticalChance,クリティカル率強化,Critical Chance Enhancement
57608919244132356,Passive_CriticalDamage,クリティカルダメージ強化,Critical Damage Enhancement
57608919244132352,Passive_MaxHp,体力強化,Health Enhancement
57608919244132353,Passive_Armor,防御力強化,Armor Enhancement
126578407960551424,Passive_MovementSpeed,移動速度強化,Movement Speed Enhancement
126578407960551425,Passive_AreaOfEffect,効果範囲強化,Area of Effect Enhancement
126578407964745728,Passive_BaseAttackCountReduction,攻撃スキル強化,Attack Skill Enhancement
57608919244132357,Passive_CooldownReduction,クールダウン短縮,Cooldown Reduction
126578407964745729,Passive_SkillRangeExpansion,スキル射程強化,Skill Range Enhancement
126578407964745730,Passive_FireResistance,火炎耐性強化,Fire Resistance Enhancement
126578407964745731,Passive_ColdResistance,冷気耐性強化,Cold Resistance Enhancement
126578407964745732,Passive_LightningResistance,雷耐性強化,Lightning Resistance Enhancement
126578407964745733,Passive_ChaosResistance,カオス耐性強化,Chaos Resistance Enhancement
126578407964745734,Passive_DodgeChance,回避率強化,Dodge Chance Enhancement
126578407964745735,Passive_BlockChance,ブロック率強化,Block Chance Enhancement
126578407964745736,Passive_MaxDodgeChance,最大回避率強化,Max Dodge Chance Enhancement
126578407964745737,Passive_MaxBlockChance,最大ブロック率強化,Max Block Chance Enhancement
126578407964745738,Passive_Multistrike,マルチストライク強化,Multistrike Enhancement
126578407964745739,Passive_HpLeech,ライフ吸収強化,Life Leech Enhancement
126578407964745740,Passive_ProjectileCount,投射物数強化,Projectile Count Enhancement
126578407964745741,Passive_HpRegenPerSec,毎秒HP回復強化,HP Regen Enhancement
126578407964745742,Passive_PhysicalDamagePercent,物理ダメージ強化,Physical Damage Enhancement
126578407964745743,Passive_FireDamagePercent,火炎ダメージ強化,Fire Damage Enhancement
126578407964745744,Passive_ColdDamagePercent,冷気ダメージ強化,Cold Damage Enhancement
126578407964745745,Passive_LightningDamagePercent,雷ダメージ強化,Lightning Damage Enhancement
126578407964745746,Passive_ChaosDamagePercent,カオスダメージ強化,Chaos Damage Enhancement
126578407964745747,Passive_MaxFireResistance,最大火炎耐性強化,Max Fire Resistance Enhancement
126578407964745748,Passive_MaxColdResistance,最大冷気耐性強化,Max Cold Resistance Enhancement
126578407964745749,Passive_MaxLightningResistance,最大雷耐性強化,Max Lightning Resistance Enhancement
126578407964745750,Passive_MaxChaosResistance,最大カオス耐性強化,Max Chaos Resistance Enhancement
126578407964745751,Passive_AddHpPerHit,命中毎HP回復強化,HP Per Hit Enhancement
131251845166206976,Passive_AddHpPerKill,撃破毎HP回復強化,HP Per Kill Enhancement
126578407964745752,Passive_DamageReduction,ダメージ軽減強化,Damage Reduction Enhancement
126578407964745753,Passive_PhysicalDamageReduction,物理ダメージ軽減強化,Physical Damage Reduction Enhancement
126578407964745754,Passive_FireDamageReduction,火炎ダメージ軽減強化,Fire Damage Reduction Enhancement
126578407964745755,Passive_ColdDamageReduction,冷気ダメージ軽減強化,Cold Damage Reduction Enhancement
126578407964745756,Passive_LightningDamageReduction,雷ダメージ軽減強化,Lightning Damage Reduction Enhancement
126578407964745757,Passive_ChaosDamageReduction,カオスダメージ軽減強化,Chaos Damage Reduction Enhancement
126578407964745758,Passive_DamageAbsorption,ダメージ吸収強化,Damage Absorption Enhancement
126578407964745759,Passive_DamageAddition,追加ダメージ強化,Added Damage Enhancement
126578407964745760,Passive_PhysicalDamageAddition,追加物理ダメージ強化,Added Physical Damage Enhancement
126578407964745761,Passive_FireDamageAddition,追加火炎ダメージ強化,Added Fire Damage Enhancement
126578407964745762,Passive_ColdDamageAddition,追加冷気ダメージ強化,Added Cold Damage Enhancement
126578407964745763,Passive_LightningDamageAddition,追加雷ダメージ強化,Added Lightning Damage Enhancement
126578407964745764,Passive_ChaosDamageAddition,追加カオスダメージ強化,Added Chaos Damage Enhancement
126578407964745765,Passive_IncreaseExpAmount,経験値獲得強化,Exp Gain Enhancement
126578407964745766,Passive_AdditionalExp,追加経験値強化,Additional Exp Enhancement
126578407964745767,Passive_CastSpeed,詠唱速度強化,Cast Speed Enhancement
131251845170401280,Passive_AllElementalResistance,全属性耐性強化,All Elemental Resistance Enhancement
131251845170401281,Passive_IncreaseProjectileDamage,投射物ダメージ強化,Projectile Damage Enhancement
131251845170401282,Passive_IncreaseProjectileSpeed,投射物速度強化,Projectile Speed Enhancement
131251845170401283,Passive_AreaOfEffectDamage,範囲ダメージ強化,Area of Effect Damage Enhancement
131271172691005440,Passive_SkillHealIncrease,スキル回復量強化,Skill Heal Enhancement
131251845170401284,Passive_Duration,持続時間強化,Duration Enhancement
53229811068358656,StageName_1101,牧草地,Pasture
53229811068358657,StageName_1102,影の草原,Shadow Meadow
53229811068358658,StageName_1103,荒れ地,Wasteland
53229811068358659,StageName_1104,不気味な峡谷,Eerie Canyon
53229811068358660,StageName_1105,燃える村の入口,Burning Village Entrance
53229811068358661,StageName_1106,ラムストリート広場,Rumstreet Square
53229811068358662,StageName_1107,街の外れ,City Outskirts
53229811068358663,StageName_1108,墓地,Cemetery
53229811068358664,StageName_1109,呪われた大地,Cursed Land
53229811068358665,StageName_1110,闇の玉座,Throne of Darkness
53229811068358666,StageName_1201,オアシスの道,Oasis Road
53229811068358667,StageName_1202,砂嵐の谷,Sandstorm Valley
